,title,link,description,long_description,id,keyword_set
122,indian culture practice keeping breasts naked,https://www.newspointapp.com/bengali-news/publisher-dnabangla-bengali/top-news/articleshow/1450482025922b2dbeb2c3f1b018bf5df3c65956,representative indian culture practice keeping breasts naked common gangetic basin deccan even arrival india prevalent kerala karnataka thai women also,representatives indian culture practice breastfeeding kept breast naked ganges basin deccan arrival india kerala karnataka still circulation thai women also,633 ,"['indian culture', 'breasts naked', 'indian culture', 'gangetic basin', 'breasts naked']"
123,cricket copy,https://www.newspointapp.com/bengali-news/publisher-es/top-news/articleshow/14504820366ad04cb89d06342c3c6b080b9a6dfc,idea four day test five time icc watching test five days time icc wants finish test four days goes well could test rule icc already,icc thinking five day four day test goes well rule tested onwards icc already,5179 ,"['cricket copy', 'icc wants', 'goes well', 'four days', 'five days', 'day test', 'already ...']"
124,onion record chilli highest rate history,https://www.newspointapp.com/kannada-news/publisher-kannadadunia-kannada/top-news/articleshow/1450482068a7eaf68d888de3e3234c602d7a4d26,haveri district sells canned chilli quintal rs badagi chilli market rate said highest history badagi pepper market,haveri district sells canned chilli quintal badagi chilli market maximum rs rate said highest history badagi pepper market,3480 ,"['onion record', 'highest rate', 'badagi pepper market', 'badagi chilli market', 'rs 26', 'b ...']"
125,india team lost south africa third youth odi captured series,https://navbharattimes.indiatimes.com/sports/cricket/cricket-news/india-u-19-team-lost-to-south-africa-in-third-youth-odi-won-series/articleshow/73041524.cms,despite half century east london captain priyam garg india team suffered five wicket defeat third final youth odi south africa india team,east london december india despite half century skipper priyam garg india team suffered five wicket defeat third final youth odi south africa,3481 ,"['third youth odi', '19 team lost', 'south africa', 'india u', 'final youth odi', '19 team suffered', '19 team ...', 'wicket defeat', 'south africa']"
126,rajamouli interview lied would know,https://www.newspointapp.com/telugu-news/publisher-asianetnews-telugu/top-news/articleshow/145048209e21aa2696721c49e1998e8cf8c3a9ec,kithravani cherukkodukku sri lion hero directed ritesh rana director rajamouli interviewed film style popular audience different film im,rithesh rana director film director rajamouli interviewed film style popular audiences different film im,3072 ,"['would know ...', 'rajamouli interview', 'director rajamouli interviewed', 'ritesh rana', 'kithravani cherukkodukku', 'im ...', 'different film']"
127,aadhaar pan still connected big announcement merger end year,https://www.newspointapp.com/bengali-news/publisher-mahanagar24x7-bengali/top-news/articleshow/14504820608b16c84a40c8a8575201492f77e8cf,highlights good news central board direct taxes cbdt integration deadline extended march dont connect time pan card meaningless,highlights good news shonal central board direct taxes cbdt extended attachment deadline march pan card connected scheduled time,3073 ,"['pan still', 'big announcement', 'cbdt integration deadline', 'pan card', 'meaningless ...', 'march 31', 'good news', 'direct taxes', 'central board']"
128,main tasks newly appointed chief defense staff newly appointed country,https://www.newspointapp.com/bengali-news/publisher-mahanagar24x7-bengali/top-news/articleshow/145048203e187ed7e9f601e67c15a7d80904095f,highlights maintaining coordination among forces main task chief defense staff increase morale forces,maintaining coordination among highlights forces increasing morale army chief defense staff chief metropolitan webdesk name army chief general bipin rawat indias first chief defense staff,5960 ,"['newly appointed country', 'newly appointed chief', 'main tasks', 'defense staff', 'main task', 'defense staff', '3 forces']"
129,share market update psu bank shares slip bob,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-psu-bank-shares-slip-bob-down-1nbsp/articleshow/73040956.cms,new delhi shares psu banks trading negative zone tuesdays morning session shares allahabad bank per cent bank baroda per cent syndicate bank dow,new delhi shares psu banks trading negative zone tuesdays morning session shares allahabad bank per cent bank baroda per cent syndicate bank per cent state bank india per cent punjab national bank per cent central bank india per cent canara bank per cent top losers index nifty psu bank index trading per cent around benchmark nse nifty index points bse sensex points among stocks nifty index trading green red shares vodafone idea yes bank tata motors sail sbi jspl ashok leyland bank baroda idfc first bank ltd among traded shares nse,5554 ,"['share market update', '79 per cent', '63 per cent', 'syndicate bank', 'psu banks', 'new delhi', 'negative zone', 'morning session', 'dow ...', 'allahabad bank']"
130,himachal pradesh india top sq km forest surge,https://timesofindia.indiatimes.com/city/shimla/forest-cover-goes-up-in-himachal/articleshow/73037984.cms,even hectares forest land diverted non forestry purposes january february forest cover himachal pradesh increased sq km compared,even hectares forest land diverted non forestry purposes january february forest cover himachal pradesh increased sq km compared previous assessment reported data released part indian state forest report revealed,5180 ,"['top 5', 'india ’', 'himachal pradesh', 'himachal pradesh increased', '52 sq km', 'january 1', 'forestry purposes', 'forest land', 'forest cover', 'february 5', 'compared ...', '960 hectares']"
131,mouni roy looks stunning shares pictures dubai vacation,https://www.newspointapp.com/english-news/publisher-toi/top-news/mouni-roy-looks-stunning-as-she-shares-pictures-from-her-dubai-vacation/articleshow/14504820615eb2f47bcd85368d2ff6160698957b,mouni roy currently time life set ring new year dubai friends loved ones actress sharing pictures vacay fans,mouni roy currently time life set ring new year dubai friends loved ones actress sharing pictures vacay fans cannot get enough gorgeous diva mouni recently took instagram handle share stunning pictures fans sure make want pack bags pictures mouni seen looking absolutely chic green outfit open tresses co,4414 ,"['shares pictures', 'dubai vacation', 'sharing pictures', 'new year', 'mouni roy', 'loved ones', 'fans ...']"
132,piara singh bhaniarawalas funeral today,http://beta.ajitjalandhar.com/news/20191231/1/2918573.cms#2918573,nurpur bedi december hardeep singh dhindsa rajesh chaudhary vinderpal jhandian piara singh bhaniarawala head much talked dera bhaniarawala rupnagar district died heart attack camp chief,nurpur bedi dec hardeep singh dhindsa rajesh chaudhary vindarpal khandia priyara singh dhaniarawala head popular dera bhaniarawala district rupnagar district died heart attack camp chief,4415 ,"['piara singh bhaniarawala', 'funeral today', 'hardeep singh dhindsa', 'camp chief ...', '61 ), head', 'piara singh bhaniarawala', 'dera bhaniarawala', 'vinderpal jhandian', 'rupnagar district', 'rajesh chaudhary', 'nurpur bedi', 'much talked', 'heart attack', 'december 30']"
